"","Neighbourhood","Accommodates","Bathrooms","Bedrooms","Beds","Price","Square.Feet","Guests.Included","Extra.People","Review.Scores.Rating","Latitude","Longitude"
"4093","La Latina",4,1,1,2,80,NA,2,10,93,40.4137245312562,-3.7115412770672
"4094","Embajadores",5,1,1,3,50,NA,2,20,95,40.4118369351843,-3.69956014719256
"4095","La Latina",6,1,2,5,85,NA,2,15,97,40.4083490583579,-3.70495971217484
"4096","Embajadores",4,2,2,2,100,NA,1,0,98,40.410166664937,-3.69839621018453
"4097","Embajadores",4,1,1,2,45,NA,1,10,90,40.4101880010163,-3.70200883994569
"4098","Embajadores",4,1,1,2,50,NA,2,10,82,40.4106459096883,-3.70189959902676
"4099","La Latina",6,1,2,5,230,NA,1,0,100,40.4090112249772,-3.70976591718327
"4100","Embajadores",4,1,1,2,70,NA,2,15,92,40.4133358426116,-3.7011171831889
"4101","El Tréntaiseis",6,3,3,3,NA,NA,1,250,NA,40.4101938250998,-3.67179469842952
"4102","Recoletos",4,2,2,4,310,NA,1,0,80,40.4253319574659,-3.68648124072626
"4103","Recoletos",3,1,1,2,65,NA,3,20,95,40.4222619917314,-3.68323691522685
"4104","Goya",4,1,2,3,80,NA,5,30,94,40.4241355860634,-3.67775636647957
"4105","Goya",4,2,2,3,82,NA,1,0,99,40.4240687626259,-3.66947478641441
"4106","Fuente del Berro",3,2,1,2,75,NA,1,0,88,40.4242852296911,-3.66539694612857
"4107","Fuente del Berro",5,2,2,3,65,NA,1,5,100,40.4280815388382,-3.66330335645374
"4108","Fuente del Berro",6,1,2,4,100,NA,1,0,93,40.4289595134585,-3.6631614944183
"4109","Guindalera",4,1,1,2,58,NA,2,10,92,40.431248873127,-3.66810092570017
"4110","Aluche",3,1,1,2,33,NA,2,5,NA,40.4130188305933,-3.72723037631319
"4111","Carabanchel",5,1,2,4,80,NA,2,0,93,40.3935596292079,-3.7371838263909
"4112","Carabanchel",3,1,3,2,60,NA,2,15,NA,40.3925084067151,-3.72764606618308
"4113","Carabanchel",6,1,2,4,65,NA,1,0,NA,40.3931904760561,-3.707421467273
"4114","Carabanchel",3,1,1,1,50,NA,1,0,NA,40.3955083745598,-3.71873951562493
"4115","Trafalgar",4,1,2,3,72,NA,3,15,90,40.432327829583,-3.70322751033246
"4116","Trafalgar",5,1,2,3,52,NA,2,12,86,40.430622134355,-3.70010982465415
"4117","Trafalgar",2,1,1,1,49,NA,1,0,96,40.4370860263873,-3.70137651679124
"4118","Trafalgar",8,2,3,4,240,NA,1,0,87,40.4318373003447,-3.70138580180344
"4119","Chamberí",6,1,2,3,80,NA,4,10,97,40.4373304314976,-3.69905998054539
"4120","Almagro",1,1,1,1,55,NA,1,0,93,40.4293129451307,-3.69483761189391
"4121","Almagro",2,1,1,1,100,NA,2,0,95,40.4324205796462,-3.69048528494001
"4122","Almagro",5,2,2,3,121,NA,3,35,99,40.4367908156393,-3.69912722094907
"4123","Almagro",2,1,0,1,30,NA,1,0,83,40.4335635856263,-3.6971294373555
"4124","Argüelles",5,1,3,4,139,NA,4,20,92,40.4310708018947,-3.71940478098287
"4125","Argüelles",4,1,1,1,61,NA,3,10,92,40.4259268791089,-3.71313115306989
"4126","Puente de Vallecas",6,1,3,4,65,NA,5,8,94,40.4006414952262,-3.66538279274937
"4127","Sol",4,1,2,2,75,NA,2,20,95,40.4166732304923,-3.70636963402213
"4128","Sol",5,2,2,3,115,0,1,0,86,40.4159071235958,-3.7024721464555
"4129","Sol",6,2,2,6,175,NA,4,20,91,40.4160872215046,-3.70426130102074
"4130","Sol",2,1,1,1,75,NA,2,0,97,40.4149916115035,-3.70779878583724
"4131","Sol",2,1,0,1,50,NA,1,0,87,40.4190529835974,-3.70764128183121
"4132","Sol",4,1,2,2,89,NA,1,0,92,40.4157935143316,-3.70566449933876
"4133","Sol",4,1,0,1,90,NA,2,15,100,40.4154674957798,-3.70311334488132
"4134","Sol",6,2,1,3,115,NA,2,15,84,40.4184488814545,-3.7017632386097
"4135","Sol",2,1,1,1,90,NA,1,0,96,40.4146297184805,-3.70596795159343
"4136","Sol",4,1,1,1,69,NA,2,10,80,40.4193010557305,-3.70155438007045
"4137","Palos do Moguer",2,1,1,1,55,NA,2,10,98,40.4025537226184,-3.68995931652666
"4138","Pacifico",8,2,3,4,81,NA,4,15,96,40.4053004630988,-3.67185626402346
"4139","Pacifico",4,1,2,2,80,NA,1,0,90,40.4050795969411,-3.67794478111168
"4140","Adelfas",6,2,2,3,82,NA,1,0,83,40.4008487355487,-3.66984811358691
"4141","Ibiza",2,1,1,1,95,NA,1,0,89,40.4200599696242,-3.67801302581643
"4142","Ibiza",3,1,2,1,70,NA,1,5,100,40.4158290433428,-3.67655663011371
"4143","Ibiza",5,2,5,5,110,NA,1,0,95,40.4175183586209,-3.67068474912911
"4144","Ibiza",4,2,2,3,130,NA,2,15,94,40.4178009125047,-3.67715809901692
"4145","La Latina",2,1,1,1,81,NA,2,10,93,40.4135865971366,-3.7089446294187
"4146","La Latina",3,1,1,2,80,0,1,0,94,40.4127854941207,-3.71221610513327
"4147","Palacio",2,1,0,1,65,NA,1,0,60,40.4166375496617,-3.70902390061502
"4148","Palacio",4,1,1,2,85,NA,2,22,76,40.4201926454955,-3.71041642695549
"4149","La Latina",6,2,2,4,118,85,2,11,85,40.4111824329208,-3.70962819706615
"4150","La Latina",3,1,0,1,119,NA,1,15,NA,40.4102521016185,-3.71025009185353
"4151","La Latina",4,1.5,2,2,110,NA,2,20,98,40.4100594291612,-3.70999379404291
"4152","La Latina",3,1,1,2,66,NA,1,0,96,40.4118037119733,-3.70893335528476
"4153","Palacio",2,1,1,1,65,NA,3,0,95,40.4175824507835,-3.71001090333633
"4154","Palacio",6,1,2,3,92,NA,2,15,86,40.420683416024,-3.70960955515993
"4155","La Latina",6,1,2,4,105,NA,4,20,92,40.4100918076023,-3.71203696852273
"4156","La Latina",6,2,2,4,118,NA,4,25,99,40.4130000799594,-3.7083209592515
"4157","Palacio",4,1,1,2,80,NA,2,10,60,40.4201102726199,-3.71014394234789
"4158","La Latina",4,1,1,1,50,NA,2,10,60,40.4069765205116,-3.71165494062058
"4159","La Latina",4,2,2,2,70,NA,2,10,100,40.4126665070626,-3.71045057401933
"4160","La Latina",4,1,1,1,110,NA,1,10,NA,40.4089482413182,-3.71072578737121
"4161","La Latina",4,1,1,1,110,NA,2,15,100,40.4117380234755,-3.70924211016197
"4162","La Latina",6,1.5,2,3,75,NA,2,25,95,40.4109476696727,-3.70930382638249
"4163","Sol",4,1,1,2,85,484,2,20,50,40.4165023659416,-3.70865794020577
"4164","La Latina",4,1,2,3,150,646,1,0,95,40.4119585946561,-3.71190620359927
"4165","La Latina",4,1,1,2,50,NA,2,10,89,40.4121049821351,-3.71210244339673
"4166","Palacio",2,1,1,2,100,NA,2,20,95,40.4145449415769,-3.70862133305711
"4167","Villa de Vallecas",2,1,1,1,60,NA,1,0,50,40.3813677566078,-3.62133058078981
"4168","Ciudad Lineal",6,1,2,3,65,NA,4,5,93,40.434121980929,-3.65992981137769
"4169","Ciudad Lineal",3,2,2,2,75,NA,1,0,98,40.4479137369215,-3.66109527553828
"4170","Hortaleza",5,1,1,4,69,NA,2,15,99,40.4529947018684,-3.61078981747502
"4171","Hortaleza",2,1,1,1,40,NA,1,0,93,40.4672450604227,-3.63217749614779
"4172","La Chopera",3,1,2,2,45,NA,1,0,NA,40.3934693669699,-3.6965152931882
"4173","La Chopera",4,2,2,2,50,NA,1,0,100,40.3960083342465,-3.69888276633009
"4174","Delicias",6,2,2,4,60,NA,1,0,90,40.3975468861303,-3.68296080979413
"4175","Palos do Moguer",3,1,1,1,87,NA,2,15,NA,40.4034409540982,-3.69158644308737
"4176","Palos do Moguer",9,2,5,5,110,NA,4,15,100,40.4054345870555,-3.69160401822649
"4177","Palos do Moguer",5,2,2,4,105,NA,1,0,97,40.4056965528282,-3.69661246517642
"4178","Palos do Moguer",3,1,1,1,87,NA,2,15,NA,40.4032273409843,-3.69326448392407
"4179","Palos do Moguer",6,1,2,2,120,NA,1,20,96,40.4051228146131,-3.69263309869399
"4180","Malasaña",5,1,2,3,59,NA,2,15,77,40.4259540053953,-3.70347808804312
"4181","Malasaña",3,1,1,3,56,NA,2,20,98,40.4230529743186,-3.70329067774316
"4182","Malasaña",2,1,1,1,75,NA,1,0,100,40.4219248805316,-3.70246681004074
"4183","Malasaña",4,1,2,2,100,NA,1,0,93,40.4271144352496,-3.70405671620548
"4184","Malasaña",4,1,1,2,90,NA,2,15,94,40.4243521580634,-3.70920177239859
"4185","Malasaña",2,1,1,1,76,NA,1,0,92,40.4266963913958,-3.70393660214643
"4186","Malasaña",3,1,1,1,70,NA,2,10,100,40.4208264212525,-3.70260332637984
"4187","Malasaña",4,1,1,1,65,NA,2,10,100,40.4218817676261,-3.70464237357313
"4188","Malasaña",2,1,0,1,70,NA,1,0,99,40.4271370204092,-3.70854068140972
"4189","Malasaña",2,1,0,1,50,NA,1,0,95,40.4215295797155,-3.7042259430772
"4190","Malasaña",4,1,1,3,60,NA,1,0,80,40.4274734774352,-3.70406819041223
"4191","Malasaña",6,1,2,3,68,646,4,15,94,40.4236020693302,-3.70258053183982
"4192","Malasaña",4,1,1,2,75,NA,2,15,95,40.426470908554,-3.70502446561176
"4193","Malasaña",3,1,1,2,48,NA,1,20,94,40.4202308536794,-3.70347077371872
"4194","Malasaña",4,1,1,2,55,NA,1,0,NA,40.4247533834865,-3.7036129568628
"4195","Malasaña",4,1,1,3,75,NA,3,5,95,40.4281999147317,-3.70979829015964
"4196","Malasaña",4,1,1,2,35,NA,2,5,90,40.4256607291701,-3.70532150409343
"4197","Malasaña",4,1,1,1,199,NA,2,25,100,40.4269156418888,-3.70286901694675
"4198","Sol",6,2,2,2,130,NA,4,20,95,40.4159087589483,-3.70596473838738
"4199","Sol",6,1,2,3,99,NA,4,15,89,40.415605280123,-3.70842015726306
"4200","Cortes",4,1,1,2,60,NA,2,15,96,40.4157447335529,-3.69565358960309
"4201","Cortes",5,1,1,3,70,NA,3,5,93,40.4156359621567,-3.70106723218418
"4202","Cortes",10,3,4,7,260,NA,6,20,77,40.4133030711903,-3.69763293097501
"4203","Cortes",4,1,1,2,80,NA,2,15,88,40.4172773764837,-3.69726618900199
"4204","Cortes",4,1,2,3,115,NA,3,30,99,40.4120517605837,-3.69542137943243
"4205","Cortes",3,1,0,2,65,NA,2,10,91,40.415264913216,-3.70155431972153
"4206","Cortes",4,1,1,3,80,NA,2,15,87,40.4168168978063,-3.70008193852529
"4207","Cortes",6,2,3,6,120,NA,6,30,87,40.4150287832772,-3.69710632857806
"4208","Cortes",1,1,0,1,34,NA,1,0,80,40.4119640617805,-3.69334743453082
"4209","Sol",10,3,3,7,150,807,8,20,65,40.4186943404417,-3.70317997946502
"4210","Sol",4,1,1,1,35,NA,1,0,75,40.4188280231946,-3.70200031804899
"4211","Sol",4,1,1,1,95,NA,1,20,97,40.4178172342178,-3.70052576864705
"4212","Sol",4,1,1,2,103,NA,1,0,100,40.4165639460359,-3.70666601132834
"4213","Sol",4,1,0,2,79,NA,1,0,NA,40.4156824250481,-3.70651882189273
"4214","Sol",4,1,1,2,80,NA,1,0,96,40.4156489696156,-3.70465223488634
"4215","Sol",4,1,1,2,62,NA,2,10,92,40.4187930946487,-3.70739997470878
"4216","Sol",2,1,1,1,55,NA,1,0,97,40.4171145376608,-3.70669657211823
"4217","Sol",6,1,1,3,80,NA,2,10,94,40.4154074584641,-3.70680860896737
"4218","Sol",4,1,1,2,80,NA,2,20,96,40.4154593588536,-3.70458650063374
"4219","Sol",4,1,1,2,72,0,2,15,96,40.4183719481766,-3.70320859884231
"4220","Sol",4,1,1,2,71,431,2,10,91,40.4155235434861,-3.70421386448665
"4221","Sol",8,2,3,8,250,NA,1,0,88,40.4194724480068,-3.70170874468646
"4222","Lista",6,2,3,5,180,NA,1,0,93,40.4332613726387,-3.67791106563389
"4223","Lista",2,1,1,2,155,NA,1,0,NA,40.4301723139451,-3.67446896449263
"4224","Castellana",4,2,2,4,190,1184,1,0,93,40.4307976950356,-3.67992773739178
"4225","Castellana",4,1,2,3,79,NA,2,10,93,40.4368699376402,-3.68005152724364
"4226","Castellana",3,1,2,2,113,NA,2,28,95,40.4361395596022,-3.68130101106448
"4227","Prosperidad",3,1,1,2,60,NA,1,0,92,40.4421979507901,-3.66869817589344
"4228","Prosperidad",3,1,1,1,110,NA,1,0,100,40.441843746497,-3.67695454063561
"4229","Castillejos",3,1,0,2,53,NA,2,10,95,40.4627803652096,-3.69387829855041
"4230","Castillejos",8,1,2,4,95,NA,3,12,97,40.4577593458491,-3.69572690620774
"4231","Castillejos",4,1,2,4,76,NA,1,12,100,40.4575995459803,-3.69227391971812
"4232","Vallehermosa",5,1,2,3,150,NA,1,0,NA,40.4433186795224,-3.71634663604573
"4233","Valdeacederas",4,1,1,2,74,NA,1,0,NA,40.4650664404079,-3.70063245945773
"4234","Castillejos",2,1,1,1,42,NA,1,5,100,40.4629951721472,-3.69711427634954
"4235","Valdeacederas",4,1,1,1,55,NA,1,0,NA,40.466272616875,-3.69683060700444
"4236","Berruguete",4,2,2,2,56,NA,2,15,98,40.456860115581,-3.70748682340696
"4237","Berruguete",4,1,1,1,45,NA,4,5,NA,40.4574122444165,-3.70986576174928
"4238","Berruguete",2,1,1,2,40,NA,1,0,NA,40.4555107728979,-3.70265177544152
"4239","Prosperidad",2,1,1,1,65,NA,1,0,88,40.4426278367972,-3.67159406264172
"4240","Prosperidad",5,1,3,3,70,NA,1,0,96,40.4486279153725,-3.66272277543448
"4241","Hispanoamérica",2,1,1,1,95,NA,2,0,97,40.4548917968349,-3.67823987123273
"4242","Hispanoamérica",6,1,2,3,79,NA,1,10,73,40.4556481169427,-3.66614457951131
"4243","Hispanoamérica",3,1,1,2,120,NA,2,20,100,40.4575975783953,-3.68784132087596
"4244","Nueva España",7,3,4,5,120,NA,1,0,NA,40.4640364850807,-3.68348358961153
"4245","Castilla",2,1,0,1,45,NA,1,10,89,40.4706080729728,-3.68679360847406
"4246","Castilla",6,2,4,6,58,NA,1,0,NA,40.4682490480599,-3.68594206494946
"4247","Cuatro Caminos",4,2,2,2,90,NA,4,45,NA,40.4472681217074,-3.69750749406719
"4248","Cortes",4,1,0,2,45,NA,2,0,91,40.4141431272293,-3.69570590512919
"4249","Cortes",16,3,8,13,475,NA,7,5,NA,40.4161287226297,-3.70007338830564
"4250","Justicia",3,1,1,2,59,NA,2,0,93,40.4214238969328,-3.70102292571835
"4251","Justicia",3,1,0,1,60,NA,2,10,100,40.424046329262,-3.69583997416628
"4252","Justicia",4,1,1,2,65,NA,2,7,91,40.4239072794977,-3.69845387595161
"4253","Justicia",6,1,2,3,95,NA,3,20,95,40.4233566112732,-3.6998292557742
"4254","Justicia",6,2,4,4,150,NA,1,0,99,40.4231780872429,-3.69640623927313
"4255","Malasaña",2,1,1,1,80,NA,2,0,99,40.4234425023098,-3.70436927947229
"4256","Malasaña",4,1,1,2,100,NA,2,10,100,40.4233235672828,-3.70803612618931
"4257","Malasaña",2,1,1,2,50,291,1,0,87,40.4259968614679,-3.71227809445504
"4258","Malasaña",4,1,1,2,60,NA,2,10,100,40.4229721534826,-3.70937377626995
"4259","Malasaña",2,1,1,1,145,NA,1,0,NA,40.4211781555092,-3.70496072594202
"4260","Malasaña",4,1,1,2,62,NA,2,15,91,40.4225521296418,-3.703259810443
"4261","Malasaña",4,1,2,4,90,NA,3,20,90,40.4248079613628,-3.70373717384697
"4262","Malasaña",4,1,2,2,70,NA,3,0,87,40.4256107096626,-3.70298245385904
"4263","Malasaña",2,1,1,1,35,NA,1,0,90,40.4229985454408,-3.70719152962738
"4264","Malasaña",4,1,1,1,150,NA,1,17,100,40.4216141669713,-3.70536349749357
"4265","Malasaña",2,1,0,1,80,NA,2,15,91,40.4221913935168,-3.70644806973938
"4266","Malasaña",3,1,0,2,69,NA,1,0,80,40.4205167894442,-3.70618911243316
"4267","Justicia",4,1,1,1,45,NA,1,10,80,40.4219475652493,-3.70072639557436
"4268","Justicia",4,1,1,2,70,NA,3,20,94,40.4219548717713,-3.69931251792346
"4269","Justicia",3,1,0,1,50,NA,2,25,82,40.4233485540441,-3.69977699940949
"4270","Justicia",2,1,1,2,100,0,1,0,NA,40.4208001921457,-3.69877532651468
"4271","Justicia",4,1,1,2,80,NA,1,0,95,40.4246429239874,-3.69974756802008
"4272","Justicia",4,1,1,1,55,NA,1,10,NA,40.4234165068068,-3.69615274190558
"4273","Justicia",4,1,1,1,60,NA,2,12,98,40.4225922034443,-3.69727488753515
"4274","Justicia",4,3,2,2,150,NA,2,50,95,40.4257651589768,-3.6960989716751
"4275","Justicia",4,1,2,2,70,NA,2,20,60,40.4242678227194,-3.70022053904795
"4276","Justicia",6,2,2,6,140,NA,4,10,100,40.4210105727402,-3.70055811188302
"4277","Justicia",2,1,0,1,59,NA,1,0,95,40.4226725619324,-3.69461396865322
"4278","Embajadores",2,1,1,2,65,NA,2,15,95,40.4117472799293,-3.70000267544954
"4279","La Latina",6,2,2,4,80,NA,2,30,95,40.4080938827283,-3.70507137320172
"4280","Embajadores",2,1,1,1,65,NA,2,20,90,40.4095824690903,-3.70106134642967
"4281","La Latina",2,1,1,1,60,NA,2,0,97,40.4098615360256,-3.70919102295468
"4282","Embajadores",6,2,2,4,125,NA,3,10,80,40.4123360283463,-3.70487694486963
"4283","Embajadores",6,2,3,3,190,NA,1,0,90,40.4089345343868,-3.69647656139231
"4284","Embajadores",6,1,3,3,50,NA,2,25,87,40.4078618118195,-3.70227555605519
"4285","La Latina",2,1,1,1,49,NA,1,0,89,40.4074728445924,-3.71087706550148
"4286","Cortes",2,1,0,2,55,NA,1,0,96,40.4106387677606,-3.69463698502538
"4287","Embajadores",4,1,1,3,80,NA,2,20,80,40.4065246046153,-3.6984954086984
"4288","Embajadores",2,1,1,1,75,NA,1,0,NA,40.411363386107,-3.69873698851705
"4289","Embajadores",4,1,0,2,50,NA,2,8,91,40.4110747097024,-3.70158486909312
"4290","Embajadores",1,1,1,2,50,NA,1,15,96,40.4099119084935,-3.69720428454514
"4291","La Latina",6,2,2,3,59,NA,1,0,85,40.4096112059244,-3.70460648965907
"4292","Embajadores",3,1,1,2,45,NA,2,20,92,40.4105395037471,-3.70241347753398
"4293","La Latina",3,1,1,2,44,NA,2,5,86,40.4077066403337,-3.70689926550833
"4294","Embajadores",3,1,1,2,47,NA,1,0,89,40.4090405012153,-3.7029735479659
"4295","Embajadores",4,1,1,2,69,NA,1,0,97,40.4103089028986,-3.70331153227742
"4296","Embajadores",10,3,4,6,200,NA,4,20,80,40.4125472886548,-3.69943116904882
"4297","La Latina",5,2,2,4,125,NA,4,30,90,40.4124838339959,-3.71134390665539
"4298","Embajadores",4,1,1,2,48,NA,1,0,NA,40.4109928737084,-3.69792184985117
"4299","Embajadores",2,1,1,1,44,NA,1,0,98,40.411856701022,-3.70126150499832
"4300","Embajadores",4,1,0,2,69,NA,2,15,100,40.4108215390844,-3.70012559500478
"4301","Embajadores",4,1,2,4,82,NA,2,20,90,40.4082313482424,-3.69916187299224
"4302","La Latina",2,1,1,1,70,NA,1,0,100,40.4073297742907,-3.70818181169171
"4303","Embajadores",4,1,1,2,50,NA,2,20,77,40.4098270035838,-3.70411354776746
"4304","Embajadores",2,1,1,1,50,NA,1,0,80,40.4088537300506,-3.69856816833961
"4305","Embajadores",4,1,1,3,75,NA,2,10,96,40.4125161710487,-3.7021550407746
"4306","La Latina",2,1,0,1,60,NA,1,0,NA,40.4124695580661,-3.70539083692296
"4307","Embajadores",3,1,0,2,45,NA,1,5,93,40.4098226891922,-3.70165665809945
"4308","Embajadores",2,1,0,1,60,NA,1,0,NA,40.412368077117,-3.70079163828378
"4309","Embajadores",3,1,1,1,47,NA,3,15,98,40.4101132668742,-3.69545129606967
"4310","Cortes",2,1,1,1,64,0,1,0,96,40.4151503422568,-3.69416946013803
"4311","Cortes",4,1,0,3,67,NA,2,8,89,40.4150814931003,-3.7022520209539
"4312","Cortes",4,1,1,2,70,NA,1,0,91,40.4144812399288,-3.69971804297377
"4313","Cortes",4,2,2,3,130,NA,2,10,NA,40.4153950652007,-3.69522560806651
"4314","Cortes",6,2,3,6,148,141,1,0,89,40.4181157535358,-3.6992727143767
"4315","La Latina",2,1,1,1,44,NA,2,0,86,40.4101254904163,-3.70674295956133
"4316","Embajadores",10,2,3,6,100,NA,5,15,84,40.4123629724876,-3.7016267621695
"4317","La Latina",2,1,1,1,50,NA,1,0,NA,40.4076613506976,-3.70624079586027
"4318","Embajadores",5,1,2,2,60,NA,3,10,86,40.4084959501236,-3.69851779944689
"4319","La Latina",2,1,1,1,60,NA,1,0,64,40.4063790628812,-3.70263492033809
"4320","La Latina",7,2.5,3,4,165,NA,4,10,100,40.4101688489572,-3.70661393365555
"4321","Embajadores",2,1,0,1,60,NA,1,0,NA,40.4122450512134,-3.70018374776838
"4322","La Latina",4,1,2,2,95,NA,1,0,96,40.4127644190363,-3.70538965837309
"4323","La Latina",3,1,1,1,50,NA,2,10,98,40.4093167270516,-3.70473753036218
"4324","Embajadores",4,1,0,1,63,NA,2,15,100,40.4082741121582,-3.70021982642905
"4325","La Latina",4,1,0,1,50,NA,2,5,73,40.408007392501,-3.70433551922414
"4326","La Latina",3,1,1,3,49,NA,2,10,84,40.4093841568392,-3.70415253623314
"4327","Embajadores",2,1,0,2,66,NA,1,0,80,40.4096352815778,-3.70394538644685
"4328","La Latina",2,1,1,1,57,NA,1,0,93,40.4104693774444,-3.70505510266647
"4329","Embajadores",4,1,2,3,72,NA,2,10,95,40.405736948779,-3.70094056372486
"4330","Malasaña",4,1,2,2,140,NA,3,0,100,40.4255927730054,-3.7059646650577
"4331","Malasaña",3,1,2,2,80,NA,1,35,94,40.4283875906126,-3.70326532168389
"4332","Malasaña",2,1,1,1,80,NA,1,0,91,40.4247847701572,-3.70260797215614
"4333","Malasaña",4,1,1,1,59,NA,1,10,88,40.4255506072723,-3.71135606129775
"4334","Malasaña",4,1,1,1,49,NA,1,15,82,40.4256652323177,-3.70169798241647
"4335","Malasaña",3,1,1,2,62,NA,2,28,94,40.4219276807731,-3.70290500472505
"4336","Malasaña",4,1,1,2,70,NA,2,0,80,40.4238781219611,-3.70104685827463
"4337","Sol",4,1,2,2,100,NA,2,40,100,40.4152328326789,-3.70563821809674
"4338","Sol",1,1,1,1,90,NA,1,0,100,40.4173877242124,-3.70766437522812
"4339","Sol",3,1,0,2,82,NA,1,0,NA,40.4170737843029,-3.70527238638146
"4340","Sol",6,1,2,4,99,NA,1,0,96,40.4143167083509,-3.70693480094263
"4341","Sol",5,1,4,4,65,NA,1,0,NA,40.4164638505019,-3.70480613241305
"4342","Sol",2,1,1,1,60,NA,1,0,93,40.4187248833921,-3.70028061113593
"4343","Malasaña",5,1,2,3,68,NA,2,14,95,40.4241980293436,-3.70304863009217
"4344","Malasaña",2,1,1,2,85,NA,1,0,100,40.424124039884,-3.70129850928854
"4345","Malasaña",2,1,0,1,40,NA,1,0,82,40.4215326486527,-3.70222631442621
"4346","Malasaña",4,2,1,2,90,NA,2,15,NA,40.4274552908352,-3.70309955234115
"4347","Malasaña",2,1,1,1,65,NA,1,21,81,40.4207564873258,-3.70418410762551
"4348","Malasaña",4,1,1,2,65,NA,2,15,94,40.4219446560747,-3.70475215241336
"4349","Malasaña",4,1,1,2,60,NA,2,0,85,40.4266709006458,-3.70329471482872
"4350","Malasaña",4,1,2,3,75,NA,1,0,93,40.4203041265481,-3.70364483326764
"4351","Malasaña",2,1,0,1,43,NA,1,0,79,40.4239783668669,-3.70593309352441
"4352","Sol",3,1,2,3,79,NA,2,15,98,40.4170528484505,-3.70199582474878
"4353","Sol",4,1,1,1,75,NA,2,25,88,40.4185047876606,-3.70468547161678
"4354","Sol",4,1,0,4,120,NA,1,0,100,40.4195194200501,-3.70218082777609
"4355","Sol",3,1,1,2,90,NA,2,30,100,40.4148575388884,-3.70725343159415
"4356","Sol",6,2,3,4,199,2153,2,30,96,40.4141519871699,-3.70500404941442
"4357","Sol",6,1,3,6,200,NA,6,25,97,40.4193454712993,-3.70262821601548
"4358","Sol",2,1,1,2,90,NA,2,0,97,40.4195035246987,-3.70068764618171
"4359","Sol",4,1,1,2,85,NA,2,20,86,40.4157815621385,-3.70672046013341
"4360","Sol",5,1,2,2,120,NA,2,10,91,40.4196203965878,-3.70380930028267
"4361","Sol",4,1,0,4,59,0,2,18,90,40.416974242926,-3.70401054446898
"4362","Sol",4,1,1,4,90,NA,1,0,53,40.4165855075005,-3.70206956701516
"4363","Sol",10,2,5,5,220,NA,6,20,92,40.4157711957598,-3.70840612673028
"4364","Sol",4,1,1,2,75,NA,1,0,88,40.4187260604822,-3.70179145862575
"4365","Sol",6,1,2,3,73,NA,2,12,98,40.4144026667024,-3.70602609336479
"4366","Sol",8,4,4,7,370,NA,1,0,100,40.4187118728188,-3.70097493207151
"4367","Sol",4,1,1,4,100,NA,1,0,80,40.41925248974,-3.70183675457859
"4368","Sol",2,1,0,1,69,323,1,0,96,40.4167965353576,-3.70446235004547
"4369","Sol",4,1,1,1,70,NA,2,15,88,40.4152994368126,-3.70359606480851
"4370","Imperial",2,1,1,1,35,NA,2,25,92,40.4129409213021,-3.71933285021692
"4371","Imperial",4,1,1,2,60,NA,2,10,83,40.413386544357,-3.71948305033712
"4372","Imperial",6,1,2,3,62,NA,1,10,NA,40.4105673894206,-3.72042360366077
"4373","Imperial",4,1,1,1,60,NA,2,10,85,40.412848982727,-3.71859658367532
"4374","La Chopera",6,1,2,3,45,NA,2,10,95,40.3952181288199,-3.69726173917324
"4375","Palos do Moguer",6,1,2,4,130,NA,1,0,87,40.4065777350801,-3.69248038827266
"4376","Palos do Moguer",6,2,2,3,90,NA,3,10,NA,40.4037937267775,-3.69727855551505
"4377","La Latina",4,2,2,3,140,NA,1,0,90,40.4135822292378,-3.70563444928265
"4378","Embajadores",4,1.5,1,2,115,NA,2,10,NA,40.4128928011826,-3.70111357225351
"4379","La Latina",4,1,0,2,45,NA,1,10,94,40.4108459711299,-3.70653668300275
"4380","Embajadores",7,1,3,4,55,NA,2,20,78,40.4094688002046,-3.70309203537983
"4381","Embajadores",4,1,1,2,48,NA,3,7,91,40.4101464532984,-3.69963071392564
"4382","Embajadores",4,1,1,2,70,NA,2,15,98,40.4114724379912,-3.69901985926773
"4383","Embajadores",8,1,3,7,130,NA,4,10,80,40.4122903579097,-3.701688949933
"4384","Embajadores",3,1,0,2,95,NA,1,0,98,40.4103589331513,-3.70356947358241
"4385","Embajadores",4,2,2,2,120,NA,1,0,92,40.4107328730359,-3.70313521404974
"4386","La Latina",3,1,1,1,52,NA,1,35,80,40.4092043399787,-3.7084866994772
"4387","Embajadores",4,1,1,2,90,NA,1,0,95,40.4102086426076,-3.69893488718471
"4388","Embajadores",2,1,1,1,65,NA,1,0,99,40.4107754967367,-3.70204228525381
"4389","Embajadores",3,1,0,1,75,NA,1,0,97,40.4130047117748,-3.70344035082475
"4390","Cortes",4,1,2,4,75,NA,2,10,83,40.4104302180986,-3.69351499786543
"4391","Cortes",12,2,4,6,160,NA,6,10,93,40.4153405008408,-3.70088055605866
"4392","Justicia",3,1,1,1,68,NA,2,12,98,40.4246079257659,-3.69236755098824
"4393","Justicia",4,2,2,3,144,NA,4,17,NA,40.4197655629553,-3.69611298924983
"4394","Justicia",5,1,1,3,80,NA,2,20,86,40.421181155925,-3.69891365013545
"4395","Justicia",4,1,1,2,50,NA,2,10,94,40.4205220224932,-3.69707010092232
"4396","Justicia",4,1,1,2,57,NA,2,10,97,40.4209281101974,-3.69764282180359
"4397","Justicia",3,1,1,1,54,NA,1,0,87,40.4197353770441,-3.69870597322506
