"","Neighbourhood","Accommodates","Bathrooms","Bedrooms","Beds","Price","Square.Feet","Guests.Included","Extra.People","Review.Scores.Rating","Latitude","Longitude"
"311","El Viso",8,2,3,4,100,NA,4,30,100,40.4399868637403,-3.68146152053029
"312","Ciudad Jardin",2,1,0,1,50,NA,1,0,97,40.447615331141,-3.67119191730011
"313","Ciudad Jardin",4,2,2,2,225,NA,1,0,100,40.4486317449259,-3.67311128447226
"314","Hispanoamérica",4,1,1,1,67,NA,1,0,80,40.4575254218554,-3.68407427024068
"315","Nueva España",2,1,1,1,55,NA,1,10,100,40.4631790568477,-3.68139310842619
"316","Nueva España",4,2,2,4,252,NA,1,0,NA,40.4610496631651,-3.68601164102495
"317","Bellas Vistas",5,1,2,4,49,NA,3,5,88,40.44976609955,-3.70502825028202
"318","Bellas Vistas",5,1,2,3,55,NA,4,8,NA,40.4489379135682,-3.7048063013099
"319","Berruguete",4,1,0,2,38,NA,2,10,NA,40.4556202053199,-3.70417071745525
"320","Bellas Vistas",6,1,2,3,59,NA,2,10,82,40.4481983439399,-3.70458818400653
"321","Cuatro Caminos",4,1,1,2,95,NA,1,0,91,40.4512913774646,-3.69552177001349
"322","Cuatro Caminos",6,1,2,5,80,NA,4,20,94,40.4542416592695,-3.69212051001277
"323","Cuatro Caminos",4,1,1,1,45,NA,2,10,88,40.4529781739944,-3.69342940876247
"324","Castillejos",4,1,1,2,43,NA,2,11,94,40.4641955194153,-3.69334351082025
"325","Almenara",5,2,1,2,62,0,4,0,73,40.4718813000451,-3.69211928285187
"326","Valdeacederas",6,1,2,3,60,NA,1,0,80,40.4635095948915,-3.70019522760134
"327","Valdeacederas",4,1,1,3,50,NA,2,15,96,40.4653736174195,-3.69853741005976
"328","Berruguete",2,1,1,1,14,NA,1,5,80,40.4634867190761,-3.7055875073607
"329","Gaztambide",1,1,1,1,300,NA,1,0,NA,40.4320140202189,-3.71337502167968
"330","Gaztambide",2,1,1,1,100,NA,2,30,NA,40.4317984649798,-3.71667249287422
"331","Arapiles",3,1,0,3,60,NA,1,0,80,40.4312187611268,-3.70847370582718
"332","Arapiles",4,1,0,4,70,NA,1,0,NA,40.4309295575788,-3.7094156371991
"333","Cortes",7,2,2,4,120,NA,4,18,95,40.4132353950841,-3.69884561837007
"334","Cortes",6,1,2,3,73,NA,3,15,87,40.4138628779541,-3.70046950386531
"335","Cortes",2,1,1,1,55,NA,1,0,84,40.4148498343741,-3.70171591050351
"336","Cortes",4,1,1,2,60,NA,2,30,99,40.411865575209,-3.69594693383258
"337","Cortes",3,1,1,2,68,NA,2,15,96,40.4111456367969,-3.69425860663332
"338","Justicia",4,1,1,2,70,NA,3,20,96,40.4220136121832,-3.69707064557091
"339","Justicia",2,1,0,1,49,NA,1,10,88,40.4251977188162,-3.69381969534476
"340","Justicia",2,1,1,1,76,NA,1,0,87,40.4243517287529,-3.69961768569493
"341","Justicia",2,1,0,1,50,NA,1,0,82,40.4204476878408,-3.69779897942261
"342","Cortes",4,1,0,1,112,NA,1,0,NA,40.4136167788361,-3.69646922403224
"343","Cortes",6,1,2,2,100,NA,4,15,87,40.4104795952098,-3.69390395214009
"344","Cortes",2,1,0,2,44,NA,1,10,95,40.4126337311618,-3.69803089825584
"345","Cortes",3,1,1,2,75,NA,1,0,93,40.4129916609961,-3.69930020174509
"346","Cortes",2,1,0,1,50,NA,1,0,94,40.4146319541517,-3.69854621434989
"347","Cortes",4,1,1,2,70,NA,2,15,97,40.4114826883137,-3.69554618513305
"348","Cortes",4,1,0,4,89,NA,1,0,NA,40.4121240342647,-3.69572077976434
"349","Cortes",2,1,0,1,70,NA,1,0,NA,40.4148926830182,-3.70204525997326
"350","Cortes",4,1,1,2,110,NA,2,10,99,40.4137296530969,-3.69848257597255
"351","Carabanchel",2,1,1,1,59,NA,1,0,87,40.3850562413642,-3.7327834405618
"352","Carabanchel",4,1,1,1,58,NA,1,0,93,40.3804986356007,-3.74370401179811
"353","Usera",3,1,2,2,42,NA,1,0,86,40.3846356418431,-3.71276664212385
"354","Puente de Vallecas",4,1,1,2,50,NA,2,5,100,40.3969761006681,-3.66798163928242
"355","Moratalaz",3,1,1,1,50,NA,1,0,NA,40.4119934195016,-3.63650349826338
"356","Carabanchel",5,1,1,3,32,592,3,9,81,40.3926764659429,-3.71216939271222
"357","San Blas",2,1,1,1,75,NA,1,0,NA,40.4481406483612,-3.58363047105238
"358","San Blas",4,1,2,1,75,NA,2,15,87,40.4457457941961,-3.63800799376905
"359","Embajadores",3,1,1,2,57,NA,2,20,95,40.4081091758047,-3.6998337603295
"360","La Latina",2,1,0,1,45,NA,1,0,93,40.4077888945813,-3.70627120146398
"361","Embajadores",2,1,0,1,65,377,2,0,96,40.4104817801303,-3.69727243071979
"362","Embajadores",4,1.5,2,2,100,NA,4,15,95,40.4104415218793,-3.6961111816558
"363","Embajadores",3,2,2,2,160,NA,1,0,99,40.4110513015651,-3.69882118080536
"364","Embajadores",5,2,3,3,105,NA,1,0,40,40.4118767062416,-3.69844764559744
"365","Embajadores",4,1,1,2,65,0,3,15,88,40.4118268998302,-3.70539133957633
"366","Embajadores",4,1,1,2,50,NA,2,15,84,40.4088446887109,-3.69907168529223
"367","Embajadores",2,1,1,1,50,NA,1,0,97,40.4079041349844,-3.7001266881138
"368","La Latina",4,1,1,2,60,NA,1,0,100,40.408054597389,-3.70557543429455
"369","La Latina",8,2,2,2,110,NA,5,0,95,40.4116101373784,-3.70638415036231
"370","La Latina",4,1,2,4,80,NA,2,10,93,40.4062177505418,-3.70629071845011
"371","Embajadores",4,1,1,3,45,NA,3,7,88,40.4095723230828,-3.69984899065984
"372","Embajadores",3,1,1,1,70,NA,2,20,96,40.4091153191502,-3.69921858117003
"373","La Latina",5,1,2,2,83,NA,4,15,90,40.4108595811828,-3.70782353743791
"374","Embajadores",5,1,1,3,59,NA,4,10,86,40.4098174072034,-3.70326306921086
"375","Embajadores",3,1,1,1,65,NA,2,20,93,40.4078083484771,-3.70245117974073
"376","Embajadores",4,1,2,2,65,NA,2,10,91,40.4108622948261,-3.70039197675155
"377","Embajadores",4,1,0,3,58,NA,4,15,90,40.4098592733988,-3.697021536198
"378","Embajadores",4,1,2,2,75,NA,1,0,90,40.4080098952953,-3.69916687588647
"379","La Latina",6,1,2,4,115,NA,4,26,99,40.4081655161045,-3.71020101197694
"380","La Latina",4,1,1,2,65,NA,2,10,89,40.4093212266197,-3.70494430025251
"381","Embajadores",4,1,1,2,59,NA,2,10,100,40.4114914837714,-3.7021089886487
"382","La Latina",6,1,2,4,89,NA,2,15,97,40.4110161418787,-3.70928889858922
"383","La Latina",4,1,1,1,42,NA,1,8,88,40.4132666103868,-3.71070907759003
"384","La Latina",5,1,2,4,200,NA,1,0,NA,40.4101110878637,-3.71031513866193
"385","La Latina",6,1,2,2,120,NA,1,10,100,40.4101846852815,-3.7103391810298
"386","Palacio",2,1,0,1,105,NA,1,0,100,40.4212545278016,-3.70744646233904
"387","Palacio",4,1,1,2,92,NA,1,0,NA,40.4140891700833,-3.70838443896225
"388","La Latina",5,1,2,4,200,NA,1,0,NA,40.4105708845361,-3.71001225075221
"389","La Latina",4,1,1,1,79,NA,2,15,NA,40.4131858407098,-3.71067880517368
"390","La Latina",4,1,2,3,75,NA,1,0,96,40.4137252048356,-3.7124752935713
"391","Palacio",3,1,1,1,70,NA,2,10,92,40.4192535889914,-3.7119034782791
"392","La Latina",4,1,1,2,50,NA,2,10,93,40.4115978528808,-3.71019512608862
"393","Palacio",5,1,2,4,119,NA,4,15,96,40.4167186320624,-3.71061858130159
"394","Palacio",5,1,2,4,90,NA,5,15,88,40.4186977269033,-3.70889415074449
"395","Palacio",4,1,1,2,52,NA,2,10,88,40.414028151484,-3.70841338471134
"396","La Latina",6,2,2,2,89,NA,2,18,97,40.4121397433489,-3.7095297962737
"397","Palacio",3,1,1,1,73,NA,4,25,97,40.4214515309306,-3.71043128376971
"398","La Latina",2,1,1,2,70,NA,2,30,95,40.4133142244178,-3.71141402173173
"399","Palacio",4,2,2,3,240,NA,1,0,98,40.4202384532683,-3.710006187825
"400","Palacio",2,1,1,1,95,NA,1,0,98,40.418821941423,-3.70909109760787
"401","La Latina",3,1,0,2,80,NA,2,15,96,40.4130301026069,-3.71030750734695
"402","Palacio",2,1,0,1,55,NA,1,0,NA,40.416473697545,-3.71114359758171
"403","Palacio",2,1,1,1,49,NA,1,0,100,40.4129844891728,-3.71002150779476
"404","Palacio",6,2,3,5,240,NA,1,0,100,40.4123168522361,-3.71490361469377
"405","Palacio",8,2,3,5,170,NA,6,25,94,40.4168820681421,-3.7139791541533
"406","La Latina",2,1,1,1,80,NA,1,0,100,40.4095441325045,-3.71283188285986
"407","Palacio",5,2,3,5,120,NA,1,0,93,40.4184068457364,-3.71092477172229
"408","La Latina",4,1,1,1,85,NA,1,0,NA,40.4085292190247,-3.71184427641706
"409","Palacio",6,2,2,5,186,NA,1,0,100,40.4190131157795,-3.71240662123346
"410","Palacio",4,1,1,2,72,0,2,10,97,40.4199121819682,-3.71037161750023
"411","Palacio",2,1,0,2,80,NA,2,0,NA,40.4195778632651,-3.71358399476371
"412","La Latina",6,2,2,3,300,NA,3,12,70,40.4087790639168,-3.71251137647904
"413","Palacio",2,1,1,1,45,NA,1,0,88,40.4222663054613,-3.71014821854776
"414","Sol",4,2,1,2,89,NA,2,12,67,40.4151305700431,-3.70264992804971
"415","Sol",2,1,1,1,50,NA,1,0,90,40.4174331429699,-3.70819321106614
"416","Sol",6,2,3,4,190,NA,3,20,93,40.4157863392044,-3.70717838675762
"417","Sol",2,1,0,1,58,NA,1,0,92,40.4166938662431,-3.70595044285125
"418","Sol",10,1,3,7,76,0,1,22,93,40.4152321763785,-3.70649968154602
"419","Sol",6,2,2,3,140,1076,3,10,94,40.4161104079155,-3.7074559179981
"420","Sol",4,1,2,3,95,947,2,10,93,40.4148747752192,-3.7061381100978
"421","Sol",6,2,2,3,90,100,1,0,100,40.417900294039,-3.70819326299228
"422","Sol",2,1,1,1,65,NA,2,5,95,40.4197728972854,-3.70055892121173
"423","Sol",4,1,0,2,65,NA,1,35,80,40.4172013388424,-3.70335724759553
"424","Sol",4,1,2,3,49,NA,1,0,81,40.4163858465741,-3.70687408531935
"425","Sol",6,1.5,3,3,175,NA,4,15,98,40.4192598901801,-3.70674747460265
"426","Sol",4,2,2,3,150,NA,1,0,99,40.4176998000224,-3.70410468953256
"427","Sol",4,1,1,2,49,NA,2,20,91,40.415225676292,-3.70655149714427
"428","Sol",6,2,2,2,59,NA,1,20,86,40.4172491687877,-3.70386569294998
"429","Sol",5,1,2,2,110,NA,3,20,89,40.4156271513055,-3.70760877624641
"430","Sol",6,1.5,2,3,125,NA,4,15,93,40.4187130729389,-3.70606509457797
"431","Sol",4,1,1,1,50,NA,2,20,91,40.4169888365537,-3.70657303198089
"432","Sol",6,1,2,4,120,NA,3,15,94,40.4190118958414,-3.70579457163578
"433","Sol",8,2,3,5,183,NA,5,0,94,40.4164957541947,-3.70811900365411
"434","Sol",6,1.5,2,3,125,NA,2,20,NA,40.4177077085872,-3.70032194670552
"435","Embajadores",5,1,2,2,115,NA,6,30,NA,40.4143469036389,-3.70388805762608
"436","Imperial",2,1,0,1,40,NA,1,0,100,40.4036169779706,-3.71814429898135
"437","Imperial",6,1,2,4,110,NA,1,0,96,40.4020476237935,-3.7149856522172
"438","Acacias",2,1,1,1,35,NA,1,0,96,40.4005664776465,-3.70200168559472
"439","Acacias",3,1,1,1,122,NA,1,0,NA,40.3995728348749,-3.70236130670069
"440","La Chopera",2,1,1,1,38,NA,1,0,100,40.3947745650519,-3.69968452140181
"441","Delicias",3,1,1,1,36,0,2,10,86,40.4005408150949,-3.69415744069523
"442","Palos do Moguer",4,1,0,2,60,NA,3,10,95,40.407082624777,-3.69427447114101
"443","Palos do Moguer",6,1,2,3,119,NA,4,38,96,40.4016097581699,-3.69058189381922
"444","Palos do Moguer",2,1,1,1,55,603,1,0,100,40.4014936208504,-3.69821236607277
"445","Palos do Moguer",4,1,1,2,43,NA,2,11,89,40.4034179741274,-3.69723479670609
"446","Palos do Moguer",6,1,2,4,55,NA,2,15,91,40.4017233232298,-3.69297127616347
"447","Pacifico",2,1,0,1,40,NA,10,0,96,40.4058094259265,-3.67356242892328
"448","Adelfas",6,1,2,4,70,NA,3,15,92,40.3986515046654,-3.67073478919585
"449","Estrella",4,2,3,3,88,NA,1,0,100,40.4084055404499,-3.66963962682414
"450","Recoletos",4,2.5,2,3,250,NA,1,0,NA,40.4216485547206,-3.68702369143002
"451","Recoletos",5,2,2,2,130,NA,3,14,95,40.4233031467275,-3.68882402686972
"452","Recoletos",4,1,1,2,125,NA,1,0,98,40.4203764343988,-3.68875722245614
"453","Recoletos",8,2,2,2,119,NA,1,20,85,40.4215730585088,-3.68346123980003
"454","Goya",2,1,1,1,90,NA,2,11,80,40.4224736884056,-3.67872506701393
"455","Goya",2,1,0,1,85,NA,1,50,93,40.4276095408082,-3.67509596904347
"456","Goya",2,1,1,1,125,NA,1,0,60,40.4219702415913,-3.67882113831115
"457","Goya",4,2,2,3,100,NA,5,30,100,40.4265382018747,-3.67136278406519
"458","Fuente del Berro",8,2,2,6,85,NA,2,10,100,40.4244510320153,-3.66575190383688
"459","Fuente del Berro",3,1,1,2,50,NA,1,0,92,40.4271831075147,-3.66595487950888
"460","Palacio",4,1,1,3,70,NA,1,0,100,40.4160911623103,-3.70949034455183
"461","Palacio",4,1,1,2,125,NA,1,0,98,40.4201354332408,-3.71360382199159
"462","La Latina",7,2,3,4,85,NA,2,10,98,40.411184786122,-3.71146174513001
"463","Palacio",4,1,0,2,65,NA,2,10,96,40.4171471727554,-3.71053501654225
"464","La Latina",4,1,2,2,110,NA,1,0,NA,40.412882579547,-3.70744760357863
"465","Palacio",4,1,1,3,80,NA,2,0,93,40.4147075181788,-3.71012486134696
"466","La Latina",4,1,1,2,62,NA,2,15,95,40.4092705814406,-3.71220417316013
"467","Palacio",4,1,2,2,99,NA,4,0,93,40.420713636688,-3.7073114873473
"468","Centro",6,1,2,4,70,NA,1,12,80,40.4098268433038,-3.71580306759565
"469","La Latina",6,1,2,4,125,NA,3,10,NA,40.410530911355,-3.70957440574304
"470","Palacio",4,1,1,4,105,NA,1,0,100,40.4170145364058,-3.71041304286193
"471","La Latina",3,1,2,2,100,NA,1,0,86,40.4086036251879,-3.71061887987349
"472","La Latina",4,2,2,2,180,NA,1,0,NA,40.4118904395195,-3.71333884642687
"473","La Latina",3,1,1,2,55,NA,1,0,100,40.4123658280258,-3.71234548759435
"474","La Latina",4,1,0,1,90,NA,2,10,60,40.4116255731195,-3.70809715581757
"475","La Latina",4,1,1,1,50,NA,2,10,67,40.4085761828583,-3.70465659877696
"476","La Latina",4,1,1,2,59,NA,2,10,90,40.4084942053269,-3.70503768733284
"477","La Latina",2,1,1,1,59,NA,1,0,94,40.4124920261677,-3.70582920194694
"478","La Latina",4,1,1,2,55,NA,2,8,85,40.4062490065629,-3.70283199947536
"479","La Latina",2,1,1,1,65,344,2,20,91,40.4086283742898,-3.70420074908812
"480","Embajadores",7,2,2,5,104,NA,2,12,97,40.4084265299735,-3.692972486752
"481","La Latina",10,3,4,6,180,NA,6,30,86,40.4124737141609,-3.70647422684663
"482","Embajadores",4,1,2,2,95,NA,1,0,100,40.4078801554993,-3.70044525741279
"483","Embajadores",4,1,1,2,65,NA,2,10,97,40.4090239833422,-3.70147245574781
"484","Embajadores",4,2,2,2,120,NA,1,0,92,40.4115587482227,-3.70159068244623
"485","Embajadores",2,1,1,1,40,215,1,0,90,40.4085985566268,-3.70187277604538
"486","Embajadores",2,1,1,1,80,NA,1,0,100,40.4135942464076,-3.70230541741997
"487","Embajadores",4,1,1,2,35,538,2,5,75,40.4118250124817,-3.69971118713592
"488","La Latina",4,1.5,1,2,57,NA,2,8,96,40.4087325695966,-3.70539936752303
"489","Embajadores",8,1,2,8,45,NA,3,15,86,40.4112966372187,-3.70267493683294
"490","La Latina",5,1,2,4,69,NA,2,10,93,40.4088437337139,-3.70638589459337
"491","Embajadores",3,2,2,3,100,NA,1,0,98,40.410961281199,-3.70366480309857
"492","Cortes",3,1,1,2,82,NA,1,0,NA,40.4114780732511,-3.69604978545088
"493","Cortes",8,2,4,6,135,NA,6,25,95,40.4123263747154,-3.6964883599174
"494","Cortes",8,2,4,6,160,NA,2,10,84,40.414182665588,-3.69451088739858
"495","Justicia",2,1,0,1,45,NA,2,8,88,40.4237810412754,-3.69733101476383
"496","Embajadores",16,3,5,14,200,NA,9,20,98,40.4130529728685,-3.70090352189973
"497","La Latina",3,1,1,3,54,NA,2,15,79,40.4067673602125,-3.70384044722686
"498","Embajadores",4,1,0,2,65,NA,2,10,91,40.4070878122266,-3.69873560152783
"499","La Latina",4,1,1,2,67,NA,3,0,95,40.4135389823301,-3.70649552039836
"500","Embajadores",2,1,1,1,29,NA,1,0,84,40.4084410733974,-3.70003498437709
"501","Embajadores",5,1,2,3,50,NA,2,20,83,40.4095516677879,-3.70475642120444
"502","Embajadores",4,1,2,3,78,NA,1,0,97,40.4109058377216,-3.69985252691849
"503","Embajadores",4,1,1,1,85,NA,2,5,94,40.4103469000049,-3.70224802878906
"504","Embajadores",4,1,1,2,80,NA,2,0,97,40.4096607542051,-3.70201487747117
"505","Arapiles",6,3,3,4,100,NA,1,0,100,40.4328944685734,-3.70919678247669
"506","Arapiles",6,2,3,5,145,NA,2,20,83,40.4344548842172,-3.70893166056571
"507","Arapiles",5,1,2,3,90,NA,1,10,NA,40.436557671396,-3.70595402456358
"508","Trafalgar",10,2,4,8,190,NA,2,5,90,40.4309823743523,-3.7005644522845
"509","Trafalgar",6,2,2,3,195,NA,6,35,83,40.4315829011013,-3.70071056560181
"510","Trafalgar",4,1,1,2,58,NA,1,0,80,40.4296230265147,-3.7013490353019
"511","Trafalgar",8,2,3,4,240,NA,1,0,100,40.4315973632244,-3.70187102849723
"512","Trafalgar",2,1,1,1,60,NA,1,0,97,40.4308125123493,-3.70318096613531
"513","Trafalgar",4,1,2,3,49,NA,4,10,NA,40.4360147772294,-3.70020407280273
"514","Trafalgar",9,2,5,6,120,NA,1,0,89,40.431325858928,-3.7032247218956
"515","Trafalgar",6,1,2,4,100,NA,1,0,80,40.4292167494457,-3.70034643389929
"516","Trafalgar",2,1,1,1,120,NA,1,0,88,40.4375310137794,-3.70132001987933
"517","Trafalgar",2,1,0,2,39,NA,1,0,89,40.4357646621409,-3.70226048273417
"518","Trafalgar",6,1,2,4,65,NA,4,10,80,40.4384573359015,-3.70113337732165
"519","Malasaña",6,1,2,4,85,NA,2,20,88,40.4284554592344,-3.70940545158011
"520","Malasaña",4,1,1,2,99,NA,2,18,98,40.4213561698832,-3.7052324728291
"521","Malasaña",4,1,2,3,80,NA,2,0,96,40.4264112473059,-3.70265565820699
"522","Malasaña",4,1,1,2,50,NA,2,15,94,40.4233317209635,-3.70234332202939
"523","Malasaña",5,1.5,2,2,125,NA,1,0,NA,40.4233040923631,-3.7060668548189
"524","Malasaña",8,2,4,4,110,NA,6,0,85,40.4212728200506,-3.70643694353455
"525","Malasaña",6,1,1,2,54,NA,4,10,99,40.4236538098116,-3.70541387064057
"526","Sol",8,1.5,3,4,159,NA,2,15,100,40.4156915889674,-3.70770831809286
"527","Sol",8,2,3,6,180,NA,4,14,98,40.4198765308584,-3.707594904549
"528","Malasaña",4,1,1,2,74,NA,2,5,100,40.4204495146235,-3.70242354125544
"529","Malasaña",3,1,1,2,64,NA,2,15,97,40.420546797153,-3.70251194025201
"530","Malasaña",4,1,1,2,77,NA,1,10,90,40.4222745295286,-3.70643840949201
"531","Malasaña",2,1,0,1,65,NA,1,0,96,40.4266170681521,-3.70740286207403
"532","Guindalera",4,1,2,2,70,NA,2,10,70,40.434384206418,-3.67231182723921
"533","Lista",8,2,2,6,100,NA,2,10,94,40.4308740778844,-3.674132003913
"534","Lista",5,1,2,5,90,NA,4,15,100,40.4340108788812,-3.67904143721348
"535","Prosperidad",2,1,2,1,70,NA,1,0,NA,40.4411948308861,-3.67350925048612
"536","Castillejos",4,1.5,2,4,207,NA,1,0,100,40.4573150360856,-3.69151531370463
"537","Castillejos",3,1,2,2,50,NA,1,0,NA,40.4622442543318,-3.69455167660757
"538","Almenara",4,1,1,1,52,NA,1,0,75,40.4719975777618,-3.69310045105017
"539","Valdeacederas",3,1,0,1,35,NA,1,0,90,40.4620543599384,-3.699543162907
"540","Berruguete",4,1,1,3,30,NA,2,10,NA,40.4587996536584,-3.7035979465496
"541","Gaztambide",2,1,2,2,59,NA,1,0,87,40.4360817339591,-3.71158647760098
"542","Arapiles",6,2,2,4,100,NA,2,10,60,40.4322267208252,-3.71154603486241
"543","Prosperidad",4,1.5,2,2,145,NA,4,15,100,40.4425571042997,-3.67643221106354
"544","Ciudad Jardin",4,1.5,2,4,99,NA,2,10,87,40.4438261510167,-3.67546570307404
"545","Hispanoamérica",4,1,2,3,70,NA,1,0,80,40.4579986964358,-3.680175892646
"546","Nueva España",2,1,0,1,80,NA,1,0,90,40.4626358399148,-3.68427148421268
"547","Nueva España",2,1,0,1,45,NA,1,0,93,40.4596190646699,-3.67825770855806
"548","Cuatro Caminos",4,1,2,2,68,NA,1,0,96,40.451662871325,-3.69425009158585
"549","Castillejos",9,3,4,7,195,NA,1,0,99,40.462498656292,-3.69625391965346
"550","Castillejos",3,1,1,2,139,NA,2,15,98,40.4592479910273,-3.69361762473549
"551","Rios Rosas",3,2,2,2,100,NA,1,0,NA,40.4443993374916,-3.70274955813901
"552","Rios Rosas",5,1,2,3,49,NA,3,10,20,40.4403200185116,-3.69640034342364
"553","Argüelles",4,1,1,2,55,NA,2,15,90,40.4241082061518,-3.71302977869352
"554","Argüelles",3,1,1,2,40,NA,2,10,84,40.4205467086341,-3.71623235842665
"555","Argüelles",6,2,3,4,200,NA,2,10,NA,40.424264835578,-3.71542862530151
"556","Argüelles",5,1,3,3,49,NA,1,10,71,40.4260971900849,-3.71827311073252
"557","Argüelles",4,2,2,2,90,NA,2,7,80,40.4224408688931,-3.7163144053352
"558","Moncloa",5,1.5,2,3,100,NA,1,35,84,40.4564431707221,-3.71311849737802
"559","Tetuán",4,1,3,3,85,NA,4,10,NA,40.4553589613633,-3.71283694765357
"560","Aluche",4,1,0,2,40,NA,1,0,100,40.4085770364334,-3.73621535396772
"561","Aluche",3,1.5,2,2,57,NA,1,0,90,40.4121825965335,-3.73112935361381
"562","Carabanchel",6,2,2,5,68,NA,4,18,97,40.3892402176788,-3.73312293776598
"563","Carabanchel",2,1,1,1,50,NA,1,0,87,40.3946584548421,-3.7138025577063
"564","Carabanchel",7,1,3,6,37,NA,2,12,96,40.3945794599991,-3.72098241427182
"565","Carabanchel",8,2,3,6,72,NA,4,15,98,40.3843235515614,-3.74626170652551
"566","Carabanchel",6,2,3,3,250,NA,1,0,NA,40.3857845358866,-3.73380053305769
"567","Usera",6,1,2,2,60,NA,4,10,96,40.3835425451899,-3.70973018339094
"568","Puente de Vallecas",4,1,1,2,33,NA,2,5,79,40.3971753480552,-3.66718671260558
"569","Puente de Vallecas",6,2,3,5,36,NA,1,0,86,40.3859562648534,-3.64298956987412
"570","Ciudad Lineal",6,2,3,5,72,NA,3,10,93,40.4249740636627,-3.63329348785599
"571","Ciudad Lineal",4,2,2,3,85,NA,1,0,100,40.452633649342,-3.6612723005584
"572","Ciudad Lineal",4,1,1,2,70,NA,1,0,91,40.4687441057243,-3.66839458147774
"573","Hortaleza",8,3,3,6,190,NA,5,30,96,40.4696343826675,-3.66240965107143
"574","Villa de Vallecas",2,1,0,1,49,NA,1,0,NA,40.3771626162144,-3.63088407514301
"575","Barajas",8,3.5,4,6,180,NA,1,0,91,40.4572556306826,-3.59490697625341
"576","Cortes",4,1,1,2,30,NA,1,0,89,40.4130315243561,-3.69567449346095
"577","Cortes",5,2,2,3,85,NA,4,15,96,40.4143415922801,-3.69718874786571
"578","Cortes",4,1,1,1,68,NA,2,10,92,40.4160548397371,-3.70085382340547
"579","Cortes",4,2,3,3,180,NA,1,0,94,40.4163990082195,-3.69983362862705
"580","Cortes",6,1,2,3,120,NA,2,10,NA,40.4137815727018,-3.69845093633824
"581","Cortes",4,1,1,3,80,NA,2,10,90,40.411742432218,-3.6967334041672
"582","Cortes",2,1,0,1,50,NA,1,0,100,40.4123398337398,-3.69793531520557
"583","Cortes",2,2,1,1,120,NA,1,0,100,40.4151898289696,-3.70055888135578
"584","Cortes",3,1,1,2,65,NA,2,10,100,40.4150041138296,-3.69808263966666
"585","Cortes",2,1,0,1,90,NA,1,0,90,40.4150017352782,-3.70048953571875
"586","Cortes",2,1,0,1,79,NA,1,0,93,40.4145090366888,-3.69932264851948
"587","Cortes",4,1,1,3,89,NA,1,0,NA,40.4103280962644,-3.69359918573117
"588","Cortes",2,1,1,1,60,NA,1,0,NA,40.4152022227908,-3.69393684395129
"589","Cortes",4,1,1,4,89,NA,1,0,NA,40.4121430197579,-3.69421491173348
"590","Justicia",2,1,0,1,50,NA,1,0,94,40.4226961259912,-3.69664450119743
"591","Justicia",7,2,3,4,110,NA,2,10,93,40.4226472707046,-3.69927180410432
"592","Justicia",2,1,1,1,72,NA,1,0,98,40.4213188746745,-3.69976609554726
"593","Justicia",3,1,0,2,125,NA,1,35,100,40.420937691041,-3.70103444105434
"594","Justicia",4,2,2,3,160,NA,2,40,100,40.4215256029394,-3.69561343454775
"595","Justicia",6,2,2,3,75,753,2,10,95,40.4255558488477,-3.70066677944618
"596","Malasaña",3,1,0,2,40,NA,2,5,89,40.4247944692859,-3.70591614774089
"597","Embajadores",3,1,1,2,50,NA,2,10,92,40.4093444358681,-3.69984725561271
"598","La Latina",4,1,1,2,55,NA,1,0,92,40.408028181344,-3.70481657145339
"599","La Latina",3,1,0,1,55,NA,2,15,94,40.4084492449087,-3.70906138156287
"600","Embajadores",4,1,1,3,72,560,1,10,94,40.4123576237728,-3.70283811808321
"601","Embajadores",4,1,0,3,50,NA,2,10,86,40.4106587268731,-3.70053801088012
"602","Sol",4,1,1,2,95,700,2,15,90,40.4155167714442,-3.70646019894546
"603","Sol",3,1,1,2,64,NA,2,15,95,40.41881366131,-3.70344237992584
"604","Sol",5,1,1,3,54,NA,2,15,94,40.4160858686194,-3.70302264683472
"605","Sol",4,1,1,1,59,NA,1,10,80,40.4182426752764,-3.70385786853565
